Date,Open,High,Low,Close,Adj Close,Volume
3/1/2019,136.8362427,138.9952698,136.4347839,136.4436188,136.4436188,3756124824
3/2/2019,136.3500824,137.1847992,132.4363861,134.206955,134.206955,3747176425
3/3/2019,134.7861176,135.8492889,131.3288574,132.2494202,132.2494202,3454374053
3/4/2019,132.1578827,132.7291412,125.4027023,127.7741241,127.7741241,4008171341
3/5/2019,127.7929535,138.2299805,126.7352982,137.8223877,137.8223877,4764849990
3/6/2019,137.9587402,139.9688263,136.1459198,138.7893524,138.7893524,4589054219
3/7/2019,138.9423828,140.8578796,137.2731323,138.0345001,138.0345001,4339206292
3/8/2019,138.3113556,139.4990997,133.5576935,135.1270752,135.1270752,4678816794
3/9/2019,134.887558,139.1194153,134.677124,137.965332,137.965332,5011918715
3/10/2019,138.1804962,138.2703094,135.6856842,136.7586823,136.7586823,4578438499
3/11/2019,136.8495331,137.3534088,133.1027985,133.8340302,133.8340302,4689807419
3/12/2019,134.0128479,135.273468,130.9441528,134.4428864,134.4428864,4709988000
3/13/2019,134.6117706,134.6117706,132.7197266,133.2630768,133.2630768,4265162099
3/14/2019,133.2039032,135.1808472,132.7500763,133.7115936,133.7115936,4476532147
3/15/2019,133.5671539,138.3951416,133.5671539,137.6917877,137.6917877,4506861856
3/16/2019,137.9119568,144.5584412,137.9119568,142.3981781,142.3981781,4839003569
3/17/2019,142.2382965,142.3719177,139.3235168,140.0005493,140.0005493,3827157729
3/18/2019,140.1048584,142.2672119,138.8415527,139.3746033,139.3746033,4551739879
3/19/2019,139.2540131,140.9890594,139.1430206,140.5191956,140.5191956,4251488129
3/20/2019,140.4847107,140.9455719,138.3070374,140.6863556,140.6863556,4664134462
3/21/2019,140.4784851,141.0032349,135.855423,136.6360626,136.6360626,5087247796
3/22/2019,136.5622559,138.7942963,136.2286072,137.1814423,137.1814423,4490899266
3/23/2019,137.0398712,139.3853912,136.9120178,138.2398682,138.2398682,4436568613
3/24/2019,138.3153534,138.3756104,136.3137512,136.9869232,136.9869232,4266845458
3/25/2019,137.0813599,137.695343,133.4901581,135.0310211,135.0310211,4480516753
3/26/2019,135.0543213,135.4603577,133.7573395,135.4603577,135.4603577,4499271679
3/27/2019,135.454361,141.07547,135.3416595,140.9881592,140.9881592,5228240093
3/28/2019,141.0058441,141.0079346,138.4251709,139.4164734,139.4164734,4163212475
3/29/2019,139.3432007,142.5492401,138.045105,142.4974213,142.4974213,5125602702
3/30/2019,142.3591461,149.6132355,141.0317383,142.0926819,142.0926819,5144662127
3/31/2019,142.1392212,142.189209,140.6973724,141.5140991,141.5140991,4249050197
4/1/2019,141.4654846,142.7339935,140.7375641,141.8303223,141.8303223,4611999536
4/2/2019,141.8395233,165.2268219,141.6364594,163.9617462,163.9617462,9826645698
4/3/2019,164.0086365,178.322052,157.3221436,161.4588013,161.4588013,10622456246
4/4/2019,161.4317627,164.9292145,155.2411041,158.052536,158.052536,7953123529
4/5/2019,158.0200043,167.2203827,157.4439545,165.5148468,165.5148468,7531316908
4/6/2019,165.5112457,172.5157776,161.799469,165.9472046,165.9472046,7167016221
4/7/2019,165.9772491,175.2131653,164.9320984,174.5316467,174.5316467,7596176020
4/8/2019,174.4496765,184.3778534,174.1609955,180.2588196,180.2588196,9304964610
4/9/2019,180.2221222,180.2542267,175.0917511,176.1145782,176.1145782,7632529578
4/10/2019,176.0678406,183.1342773,175.2303772,177.3374786,177.3374786,7856924879
4/11/2019,177.3427582,177.4874878,162.3206177,165.4970245,165.4970245,7859383417
4/12/2019,165.3352051,166.1275177,161.0297394,164.7363281,164.7363281,6237185309
4/13/2019,164.6228485,166.3624268,163.0118561,164.5133514,164.5133514,4959301561
4/14/2019,164.4760895,168.5910339,162.7814789,167.8385162,167.8385162,4846298303
4/15/2019,167.8974762,168.8184509,159.5557404,161.574173,161.574173,5672311824
4/16/2019,161.5265503,167.6663208,160.8887482,167.6234436,167.6234436,5180105341
4/17/2019,167.5536957,168.9385834,165.5018921,166.9507599,166.9507599,5596102715
4/18/2019,166.913208,175.3653259,166.6721191,173.8140259,173.8140259,6971581464
4/19/2019,173.7878876,173.9788971,170.6202087,173.7084351,173.7084351,6541053061
4/20/2019,173.718811,176.7058105,171.7888336,173.7512665,173.7512665,6142567812
4/21/2019,173.7154083,174.4207764,167.4285889,170.046524,170.046524,6005571688
4/22/2019,170.0174866,173.0691223,168.7295532,171.8746643,171.8746643,6094878077
4/23/2019,172.0072174,176.8507843,170.896759,171.4477997,171.4477997,7097827092
4/24/2019,171.3495331,171.5732117,161.9766846,165.8260956,165.8260956,7351304156
4/25/2019,165.9147339,166.5134125,153.8470001,154.4593964,154.4593964,6820332362
4/26/2019,154.5794373,158.029007,152.0856781,156.3470917,156.3470917,7505283355
4/27/2019,156.2708588,160.5894165,155.6218872,158.4349365,158.4349365,5863109118
4/28/2019,158.4997711,159.5653839,157.1255188,157.2950745,157.2950745,5379894433
4/29/2019,157.2910614,158.3339233,153.1865234,155.2019958,155.2019958,6053776253
4/30/2019,155.1727753,162.432251,155.1727753,162.1660309,162.1660309,6275803460
5/1/2019,162.186554,164.0606842,159.6602173,160.8183441,160.8183441,5789172433
5/2/2019,160.8535767,162.9370117,160.0606995,162.1227875,162.1227875,6044171062
5/3/2019,162.0751648,170.0687408,161.0806274,167.9524078,167.9524078,7299410672
5/4/2019,167.8872223,170.6459351,161.7914276,164.0265808,164.0265808,6658100049
5/5/2019,164.0152588,165.3999786,159.7006531,163.4506989,163.4506989,5938415562
5/6/2019,163.3379822,175.7601013,159.9881897,172.6532135,172.6532135,7540096853
5/7/2019,172.4272766,180.3944092,169.6947174,169.7986603,169.7986603,8411140170
5/8/2019,169.9042053,172.183548,166.4092407,170.9481659,170.9481659,6416569598
5/9/2019,170.9518738,172.8804016,167.247879,170.2893066,170.2893066,6546914198
5/10/2019,170.312973,175.8852692,168.9914246,173.142746,173.142746,8036919053
5/11/2019,173.1393127,203.4666443,173.1393127,194.3043365,194.3043365,12578331654
5/12/2019,194.1630249,201.881485,183.6539307,187.3253174,187.3253174,10326050090
5/13/2019,187.417923,205.0982666,185.3059082,196.846283,196.846283,10367149039
5/14/2019,196.7382813,217.874649,196.0548096,217.1485748,217.1485748,12751049755
